Temperature,Humidity,Moisture,Nitrogen,Phosphorus,Potassium,PH,Light_Intensity,Yield_Rate,Target_Disease
20.89,29.52,22.51,43.19,22.41,32.0,4.85,377.1,30.6,Healthy
42.04,76.28,41.21,20.18,34.22,30.65,7.79,338.2,43.18,Early_Blight
23.62,35.38,32.6,45.27,32.87,33.5,5.81,305.4,38.33,Healthy
41.66,50.05,54.53,14.2,30.71,50.4,7.79,997.3,54.12,Healthy
13.2,69.61,61.9,43.75,48.25,46.92,5.09,587.0,52.57,Root_Rot
15.42,84.94,55.26,32.89,30.94,15.47,5.98,339.6,41.74,Rust
27.18,87.73,30.37,16.87,13.47,21.75,6.37,455.1,32.49,Early_Blight
26.57,95.04,60.02,46.2,17.48,34.4,6.86,736.2,43.14,Healthy
28.78,53.0,52.38,20.61,11.66,42.11,6.09,596.6,41.95,Early_Blight
36.67,39.2,59.77,45.67,30.74,31.12,5.05,557.5,40.57,Root_Rot
27.4,81.79,50.88,16.74,45.15,45.59,8.09,564.0,49.13,Early_Blight
37.0,69.51,61.05,44.61,26.43,24.6,4.96,710.6,45.45,Root_Rot
11.82,57.67,44.31,48.85,41.81,27.25,5.03,830.6,43.83,Healthy
15.48,85.4,56.79,23.78,18.04,13.15,7.99,923.2,54.64,Rust
23.7,29.57,15.39,29.38,29.94,46.32,6.54,318.4,31.32,Healthy
23.15,92.28,14.66,28.64,40.63,45.66,6.76,617.0,38.12,Healthy
40.26,75.86,43.15,23.74,29.75,35.7,6.17,259.9,42.37,Early_Blight
33.01,78.48,17.34,21.26,29.06,39.96,5.7,885.0,38.18,Early_Blight
37.02,62.06,21.35,47.01,15.36,48.24,5.58,199.8,37.94,Healthy
39.16,28.67,13.31,24.29,24.82,9.45,7.98,500.9,38.2,Healthy
21.67,91.95,40.97,12.28,38.34,38.4,6.33,328.5,36.43,Powdery_Mildew
22.84,39.08,59.22,14.08,10.63,19.19,7.93,515.0,43.51,Healthy
35.36,78.3,59.87,10.46,29.0,49.52,5.03,225.0,41.3,Root_Rot
25.38,86.36,51.18,46.02,43.65,24.63,7.72,442.0,53.57,Bacterial_Leaf_Spot
24.09,92.27,51.17,16.75,19.7,40.79,7.78,271.5,48.31,Powdery_Mildew
29.86,72.6,20.38,11.7,15.44,14.71,6.38,859.5,30.38,Early_Blight
28.87,41.45,30.24,35.45,29.19,49.02,4.86,664.0,38.4,Healthy
18.92,31.24,38.46,11.55,11.78,46.44,6.31,782.3,44.22,Healthy
28.25,30.78,44.78,42.99,43.24,26.09,6.53,382.3,37.81,Healthy
41.19,71.88,50.0,34.8,14.96,35.21,6.31,672.5,36.52,Early_Blight
24.96,86.31,16.53,42.77,47.79,17.08,6.24,246.6,39.46,Powdery_Mildew
20.33,88.15,58.74,27.9,49.29,13.55,6.13,883.3,49.39,Rust
24.62,83.29,58.01,22.34,33.85,41.84,6.73,643.1,51.8,Early_Blight
41.21,65.3,35.06,19.45,17.71,12.48,6.93,280.2,33.15,Early_Blight
22.79,93.77,22.7,26.1,31.17,21.69,7.38,399.3,36.25,Healthy
21.04,90.6,52.42,11.29,45.99,20.99,6.87,809.2,47.57,Rust
33.42,44.13,32.46,25.88,25.86,34.54,5.41,410.9,34.23,Healthy
18.36,77.3,57.51,21.24,35.28,20.94,5.61,623.5,44.98,Root_Rot
32.11,65.8,18.46,12.01,50.28,41.11,7.1,470.6,44.18,Early_Blight
21.96,86.24,18.31,36.0,30.35,34.36,5.43,359.6,40.87,Healthy
33.61,71.82,40.14,29.09,34.75,31.49,5.12,823.6,48.15,Early_Blight
29.44,60.79,9.43,23.61,46.09,17.84,5.82,251.6,36.92,Healthy
37.35,80.62,57.57,38.84,19.67,49.72,5.77,190.7,48.21,Root_Rot
21.81,87.25,41.47,21.36,15.93,25.2,7.18,314.5,39.72,Powdery_Mildew
24.15,83.48,22.47,46.73,13.47,40.88,7.89,334.2,39.55,Powdery_Mildew
23.58,76.79,59.71,14.87,37.33,32.69,5.3,493.0,40.83,Root_Rot
23.3,90.2,33.15,21.94,9.43,24.94,5.06,227.3,27.42,Powdery_Mildew
21.28,83.49,24.19,45.55,33.15,28.58,5.75,645.3,38.39,Healthy
28.14,85.57,59.41,36.89,13.68,19.81,5.25,293.4,36.59,Root_Rot
27.48,25.03,58.87,44.32,16.72,15.09,7.08,436.5,43.79,Healthy
25.61,82.14,49.04,25.28,23.45,10.74,4.79,470.1,34.25,Early_Blight
35.43,87.26,50.74,20.7,41.09,23.6,4.95,371.4,46.95,Root_Rot
15.19,34.78,35.71,29.01,16.92,19.66,6.24,630.4,28.91,Healthy
32.03,92.75,16.64,45.11,24.59,42.58,5.36,788.3,39.96,Healthy
16.85,90.91,55.27,36.54,34.52,26.03,6.67,928.1,51.37,Rust
21.53,92.22,55.75,14.03,28.51,40.06,7.61,709.1,50.07,Rust
30.36,82.78,49.08,30.15,37.31,32.54,6.79,385.1,45.16,Early_Blight
35.42,65.06,20.46,41.81,14.75,14.34,5.97,695.2,37.94,Rust
20.02,90.29,55.88,38.61,30.3,44.97,7.55,680.6,49.79,Rust
21.89,64.4,50.22,35.97,28.63,49.22,7.02,935.4,51.67,Healthy
14.21,69.21,36.67,41.63,17.28,33.4,5.21,336.1,28.45,Healthy
17.97,95.08,33.48,27.11,43.55,16.93,6.04,361.1,36.6,Healthy
34.98,85.43,62.46,10.77,30.1,42.44,4.74,397.6,38.05,Root_Rot
28.93,72.38,41.35,23.78,24.9,31.15,5.34,812.4,41.12,Early_Blight
24.9,90.44,51.79,48.88,20.5,33.59,7.82,214.4,48.76,Powdery_Mildew
39.53,52.18,28.78,31.75,30.29,35.38,5.17,475.5,33.19,Healthy
25.67,43.18,27.84,31.79,45.18,19.39,7.29,691.9,39.18,Healthy
23.26,55.2,50.78,44.51,16.53,41.01,5.51,364.2,39.93,Root_Rot
23.46,91.3,26.79,43.47,33.86,29.56,7.57,296.4,43.64,Early_Blight
33.8,29.06,10.91,24.47,32.83,34.15,7.56,787.3,28.1,Healthy
21.97,87.04,20.02,22.53,41.71,28.96,4.98,327.7,35.2,Powdery_Mildew
22.29,33.5,28.66,45.69,49.02,31.4,4.96,951.3,44.3,Healthy
21.5,91.95,49.48,41.41,38.56,46.14,8.1,849.8,50.55,Rust
20.79,40.17,31.19,21.85,37.81,22.9,6.38,584.5,32.83,Healthy
39.71,73.09,20.01,30.2,38.71,16.56,5.78,517.0,30.94,Early_Blight
16.58,48.3,36.06,30.25,49.63,26.8,6.61,441.0,38.6,Healthy
34.77,91.07,18.8,29.99,39.9,39.51,6.1,911.6,39.76,Early_Blight
30.7,72.54,8.01,33.37,34.75,36.15,6.56,911.2,45.32,Early_Blight
23.03,81.59,62.18,22.54,28.16,24.69,4.99,428.2,40.88,Root_Rot
18.4,29.09,54.55,29.17,23.42,22.15,5.39,748.3,34.76,Root_Rot
20.18,89.03,52.09,17.99,36.23,19.19,6.59,794.4,48.71,Rust
19.95,85.67,61.78,26.77,10.83,45.09,6.98,546.3,52.46,Rust
22.59,56.51,51.43,26.8,46.69,46.49,4.92,208.1,46.27,Root_Rot
39.13,85.12,8.12,24.93,14.62,20.81,5.01,1004.1,35.17,Early_Blight
21.08,57.39,34.29,11.12,26.92,16.64,5.44,880.9,39.06,Healthy
36.53,57.36,37.14,18.47,25.69,23.73,7.49,673.8,50.92,Healthy
34.71,89.26,32.33,12.97,13.86,49.82,7.95,387.0,46.81,Early_Blight
28.94,60.67,27.3,21.6,27.54,48.0,7.7,353.6,29.68,Rust
25.24,58.45,50.97,14.38,13.14,37.11,5.67,959.9,41.84,Root_Rot
33.18,72.29,53.57,17.34,15.22,17.52,5.15,274.9,40.55,Root_Rot
23.29,32.17,35.19,38.15,25.08,48.63,6.94,623.4,44.68,Healthy
32.02,87.25,26.59,49.27,45.09,12.28,7.62,415.4,44.08,Bacterial_Leaf_Spot
19.91,50.45,62.5,43.5,37.12,39.36,5.08,331.6,43.63,Root_Rot
21.01,45.16,20.49,39.06,9.62,16.54,6.24,387.4,38.0,Healthy
26.61,86.26,62.12,44.86,12.34,49.08,7.52,653.0,53.08,Bacterial_Leaf_Spot
21.44,89.84,62.29,45.84,13.86,36.53,6.58,792.7,53.78,Rust
28.9,24.36,31.56,46.84,31.98,49.01,5.14,253.3,35.52,Healthy
25.4,86.23,23.36,16.93,32.01,35.49,5.64,326.4,43.65,Powdery_Mildew
26.86,79.67,36.22,31.52,48.87,16.5,5.04,416.6,32.5,Early_Blight
23.44,82.26,51.55,32.82,31.32,12.97,7.92,317.1,48.87,Powdery_Mildew
28.47,83.39,23.95,47.96,32.76,12.48,7.75,263.7,50.38,Bacterial_Leaf_Spot
19.88,85.07,64.38,46.88,12.17,23.63,7.23,291.1,46.58,Rust
36.97,44.55,13.36,31.74,35.43,13.06,7.81,858.9,47.51,Healthy
27.82,81.57,14.72,44.16,29.62,46.16,7.61,628.5,49.45,Bacterial_Leaf_Spot
27.58,67.05,52.27,12.22,11.33,49.15,5.56,663.0,46.42,Root_Rot
34.38,83.24,18.59,12.16,34.67,43.46,6.99,654.3,39.8,Early_Blight
37.17,30.43,26.0,15.44,35.95,20.08,6.39,817.2,41.26,Healthy
36.77,92.8,22.06,33.68,37.61,48.87,5.83,231.9,35.83,Early_Blight
34.02,26.63,15.28,31.91,26.03,37.28,4.77,901.0,33.27,Healthy
33.93,58.47,53.72,29.91,49.63,40.4,6.45,464.4,53.12,Healthy
31.78,93.84,55.61,29.45,16.7,46.51,7.5,881.1,54.39,Early_Blight
13.07,35.45,59.06,19.67,35.43,44.67,8.1,273.7,43.75,Healthy
24.37,85.89,41.92,47.06,15.72,26.54,7.81,284.0,43.16,Powdery_Mildew
17.17,89.83,25.31,13.74,35.66,51.04,6.08,976.9,41.92,Healthy
30.1,78.51,25.73,14.51,17.84,45.8,6.57,802.3,36.55,Early_Blight
25.58,73.48,29.59,32.85,10.55,45.94,5.63,1004.4,30.95,Early_Blight
13.24,48.21,21.46,14.6,18.91,27.78,6.08,493.0,26.81,Healthy
21.67,90.97,57.84,40.13,20.12,30.02,7.75,895.7,55.8,Rust
40.07,83.63,35.39,16.62,38.1,23.45,6.2,384.3,34.52,Early_Blight
36.43,81.0,40.43,17.78,44.57,49.88,7.41,906.7,53.49,Early_Blight
23.69,61.49,25.22,18.74,39.76,41.13,8.15,981.6,52.46,Healthy
20.07,51.48,57.75,28.59,36.89,36.73,5.13,553.4,36.65,Root_Rot
29.07,90.9,57.44,40.06,16.21,45.67,4.91,319.0,34.97,Root_Rot
42.42,73.92,50.05,31.48,46.08,39.08,7.3,690.6,53.43,Early_Blight
14.22,67.71,51.65,22.15,11.6,17.81,5.07,766.7,35.14,Root_Rot
31.53,65.27,35.33,44.05,25.3,35.31,5.69,965.2,47.16,Healthy
13.21,58.03,55.3,21.14,26.25,17.14,5.32,831.1,36.79,Root_Rot
31.0,90.04,24.05,47.94,20.11,23.57,7.56,886.7,40.89,Bacterial_Leaf_Spot
40.55,87.62,23.7,14.79,45.11,18.14,7.35,258.9,33.71,Early_Blight
37.32,67.43,38.58,24.08,40.81,25.61,5.39,790.6,41.71,Early_Blight
33.14,56.9,26.11,26.69,36.68,11.35,6.76,516.7,31.24,Healthy
30.82,82.9,39.32,41.97,27.09,27.21,7.89,710.2,51.04,Bacterial_Leaf_Spot
32.19,51.07,26.9,39.04,22.99,47.46,6.85,851.5,42.21,Healthy
29.29,83.04,8.55,46.95,43.44,19.17,7.66,307.0,37.65,Bacterial_Leaf_Spot
26.02,78.62,28.25,38.42,33.71,47.63,7.17,415.7,35.79,Healthy
23.03,61.14,55.2,25.45,24.78,14.79,5.32,796.0,42.88,Root_Rot
29.57,79.87,39.28,10.2,17.58,40.91,6.88,348.6,36.08,Early_Blight
39.09,62.72,43.57,38.2,48.75,20.55,8.02,633.9,50.74,Healthy
38.19,84.35,27.91,33.57,36.91,12.7,5.97,673.8,32.78,Early_Blight
41.61,28.98,53.91,38.89,29.41,20.25,5.09,951.0,36.03,Root_Rot
30.1,88.88,37.42,48.46,44.92,27.1,7.52,871.7,55.36,Bacterial_Leaf_Spot
19.33,91.88,53.89,32.41,38.62,21.38,6.13,882.3,45.26,Rust
23.96,82.23,58.24,12.86,47.77,31.0,5.09,765.4,38.5,Root_Rot
15.63,92.65,29.12,32.44,23.35,16.73,7.77,318.5,37.65,Healthy
29.2,33.1,17.17,37.29,17.86,15.97,7.93,350.7,40.43,Root_Rot
28.12,72.82,18.09,18.46,23.57,43.08,6.89,694.7,31.73,Early_Blight
32.3,80.63,50.78,40.34,29.59,16.25,5.38,710.1,44.71,Root_Rot
24.84,62.15,13.11,21.51,44.53,17.11,7.12,289.0,44.37,Healthy
36.29,50.79,61.93,17.84,13.36,33.44,5.46,781.3,39.78,Root_Rot
37.28,78.45,35.14,23.21,15.1,15.51,7.04,954.5,39.8,Early_Blight
22.11,52.05,47.16,46.54,48.32,27.24,5.63,221.8,40.89,Healthy
20.57,81.98,61.74,38.16,20.66,30.43,5.57,545.1,47.05,Root_Rot
33.33,84.92,61.55,44.83,20.35,17.49,7.84,618.1,47.02,Powdery_Mildew
22.48,85.67,18.56,34.5,12.26,30.19,7.84,232.5,33.06,Powdery_Mildew
38.48,79.56,28.71,30.71,36.18,46.02,7.47,426.0,47.45,Early_Blight
38.75,33.19,29.69,19.9,11.58,30.08,7.6,420.8,37.52,Healthy
13.53,71.1,59.33,19.24,22.98,43.19,5.79,938.9,49.53,Root_Rot
28.97,75.83,60.51,35.88,42.53,43.13,5.48,766.4,49.72,Root_Rot
21.83,87.39,64.32,15.83,9.82,34.84,7.13,671.8,54.34,Rust
30.1,81.66,58.47,27.18,35.86,19.08,6.04,807.0,46.73,Early_Blight
16.83,76.69,39.56,16.49,26.19,13.91,4.84,871.6,36.93,Healthy
20.78,93.51,45.6,42.13,14.88,34.22,6.97,208.2,40.01,Powdery_Mildew
30.74,83.65,46.43,47.34,27.42,10.66,7.43,577.6,45.31,Bacterial_Leaf_Spot
42.57,92.11,17.95,22.09,46.32,31.27,6.36,716.9,39.61,Early_Blight
34.94,82.97,38.14,33.45,36.86,23.76,5.31,383.7,39.96,Early_Blight
35.53,80.08,37.92,33.05,22.66,13.16,6.6,278.2,36.31,Early_Blight
29.87,88.12,40.68,48.42,47.05,23.07,7.3,805.3,48.92,Bacterial_Leaf_Spot
39.56,43.83,59.28,19.31,49.27,29.35,5.57,829.6,43.17,Root_Rot
22.85,82.88,33.5,41.72,49.68,27.43,7.81,329.2,46.04,Powdery_Mildew
26.89,58.45,54.0,16.76,30.56,44.28,5.7,825.5,48.13,Root_Rot
25.45,30.28,23.64,43.24,10.28,33.97,5.26,877.9,28.2,Healthy
40.2,68.42,43.77,11.67,31.39,45.56,7.81,750.9,45.26,Early_Blight
24.97,85.48,41.47,48.31,46.74,19.95,7.76,301.2,44.2,Powdery_Mildew
12.59,38.76,49.44,28.85,44.01,35.36,7.16,850.6,52.1,Healthy
29.76,90.1,10.07,48.26,25.99,29.61,7.46,506.8,34.86,Bacterial_Leaf_Spot
18.74,88.96,61.6,34.03,13.83,35.6,6.03,981.7,46.56,Rust
26.61,82.64,10.0,26.89,34.62,24.94,4.8,991.8,37.79,Early_Blight
29.64,87.96,49.61,48.13,46.78,43.83,7.55,334.1,52.99,Bacterial_Leaf_Spot
31.69,47.58,34.75,32.7,28.26,42.84,5.16,642.7,33.28,Healthy
17.12,90.25,36.08,46.75,46.61,38.2,6.04,228.1,46.74,Healthy
29.06,86.53,60.58,16.76,10.9,42.06,8.13,274.5,53.96,Early_Blight
34.62,68.05,28.69,39.64,21.07,49.96,7.62,571.5,43.5,Healthy
31.43,88.23,20.75,46.8,28.48,38.51,7.46,332.5,42.03,Bacterial_Leaf_Spot
23.73,85.31,50.42,20.64,47.38,33.8,6.36,291.4,46.42,Powdery_Mildew
29.23,75.79,37.01,29.47,22.97,48.96,6.63,431.1,40.04,Early_Blight
36.37,80.67,15.77,17.91,41.88,46.83,6.45,839.8,44.06,Early_Blight
24.72,58.73,31.23,34.82,50.07,32.15,6.75,258.2,45.04,Healthy
19.03,88.86,55.23,18.31,17.17,22.99,7.82,636.4,38.42,Rust
40.91,95.38,17.77,24.64,28.63,24.77,6.42,648.0,29.83,Early_Blight
32.52,90.56,30.33,46.14,15.48,24.33,7.44,512.7,31.71,Bacterial_Leaf_Spot
38.38,72.27,44.88,20.7,49.93,43.78,5.4,600.6,42.77,Early_Blight
30.83,88.08,39.88,46.02,23.54,23.21,7.67,366.1,43.56,Bacterial_Leaf_Spot
31.33,26.63,14.06,31.57,42.01,26.26,7.26,292.7,41.48,Healthy
23.75,90.28,36.54,14.3,34.87,13.84,7.1,320.1,35.67,Powdery_Mildew
30.85,59.25,61.87,45.3,42.08,36.13,5.25,375.7,41.65,Root_Rot
26.3,76.19,33.76,17.84,18.05,15.38,5.71,636.2,37.27,Early_Blight
20.06,84.79,18.55,42.95,15.28,36.96,7.58,391.7,34.71,Healthy
13.35,42.05,12.57,44.76,31.16,22.22,6.61,821.2,32.25,Healthy
15.57,41.59,54.55,39.89,35.55,10.06,4.82,284.7,40.0,Root_Rot
21.04,87.7,57.95,41.51,34.9,22.1,7.41,625.8,53.2,Rust
33.14,71.21,16.3,12.59,23.43,41.17,7.91,549.4,27.02,Early_Blight
15.16,31.27,60.8,22.93,42.68,31.88,5.39,982.0,47.13,Root_Rot
23.56,83.47,58.73,33.54,28.1,35.08,5.66,740.9,42.58,Root_Rot
16.93,86.18,61.44,17.41,33.65,23.81,6.86,631.2,46.09,Rust
24.47,90.54,52.32,22.32,46.71,28.81,6.46,235.5,48.43,Healthy
20.88,94.78,57.51,17.01,43.85,39.17,6.26,443.7,53.6,Rust
17.43,78.28,44.76,21.24,41.74,42.13,5.02,861.8,39.54,Healthy
30.5,49.73,22.44,42.21,10.1,27.07,8.11,521.7,34.22,Healthy
13.06,65.25,50.95,13.44,22.42,20.83,8.09,207.2,41.85,Healthy
24.48,80.72,23.2,35.72,37.62,14.16,5.01,327.1,31.87,Rust
21.99,85.74,60.75,41.5,16.88,30.2,5.4,496.5,38.97,Root_Rot
32.45,81.98,20.17,47.56,49.39,21.34,7.49,824.1,53.12,Bacterial_Leaf_Spot
39.75,53.56,59.09,18.15,29.72,41.34,7.89,969.0,53.13,Healthy
16.14,93.1,15.65,12.81,37.25,33.7,6.89,403.3,38.41,Healthy
22.6,70.09,31.95,15.19,43.85,19.35,6.42,621.6,43.15,Healthy
20.68,95.72,48.21,16.33,10.78,49.12,5.65,230.3,33.42,Powdery_Mildew
31.76,84.83,51.0,37.83,40.47,39.94,6.05,733.7,54.82,Healthy
24.2,88.5,24.64,32.81,46.74,42.35,5.87,240.4,41.1,Powdery_Mildew
26.44,92.91,61.3,21.32,46.59,21.02,5.2,887.9,51.18,Root_Rot
27.47,85.67,28.02,24.63,31.12,23.93,5.99,874.1,35.83,Early_Blight
28.12,43.16,30.24,46.09,35.86,29.84,6.61,935.4,40.54,Healthy
24.25,62.34,35.4,18.97,48.84,49.34,7.76,459.7,54.39,Healthy
19.16,32.66,58.21,30.93,35.51,28.17,5.84,903.8,51.35,Healthy
30.43,81.14,41.46,46.45,27.43,37.16,7.99,856.2,49.65,Bacterial_Leaf_Spot
25.17,83.29,19.91,47.8,14.23,35.9,7.86,335.6,43.99,Powdery_Mildew
25.02,88.45,65.12,15.5,28.6,38.11,5.15,711.7,46.54,Root_Rot
18.54,94.94,58.73,43.61,43.14,17.96,5.36,959.4,53.58,Root_Rot
41.58,93.6,36.11,34.52,24.51,48.46,7.85,934.6,52.5,Early_Blight
18.05,85.74,53.43,45.04,12.35,16.15,7.75,821.1,53.02,Rust
21.92,86.32,54.69,41.02,12.02,30.69,5.17,557.4,38.54,Root_Rot
21.23,85.63,26.14,28.08,13.82,14.56,5.68,428.3,34.62,Healthy
18.74,87.69,56.88,43.91,41.19,20.61,7.49,447.4,51.51,Rust
32.22,94.08,64.43,12.27,11.87,22.89,7.69,329.7,46.93,Early_Blight
40.44,29.03,55.92,33.32,35.28,49.14,5.83,412.8,44.79,Healthy
17.61,94.0,8.88,44.1,44.89,49.54,5.77,245.0,36.7,Healthy
20.55,95.27,35.57,49.43,32.8,18.44,5.16,494.0,41.15,Healthy
18.03,93.57,59.2,34.26,42.37,35.86,6.5,498.1,53.55,Rust
18.04,88.43,56.18,18.5,38.16,41.28,8.1,332.0,48.07,Rust
22.27,73.93,33.89,15.59,9.84,31.61,6.19,906.2,39.33,Healthy
41.8,88.13,46.11,30.3,13.72,45.06,7.43,731.2,53.45,Early_Blight
32.56,85.25,51.29,9.53,37.57,31.38,5.43,552.7,40.26,Root_Rot
18.81,84.5,55.73,39.38,37.61,34.29,6.81,778.4,55.19,Rust
38.96,68.24,62.36,30.78,38.78,37.47,7.69,312.6,49.92,Early_Blight
39.31,81.53,50.92,48.42,9.87,29.6,5.24,891.1,39.31,Root_Rot
39.77,74.24,33.87,18.57,35.3,28.89,5.43,437.4,35.6,Early_Blight
37.66,80.54,14.24,28.0,28.27,18.23,6.87,783.6,48.23,Early_Blight
25.22,39.04,60.84,21.47,39.89,45.6,7.39,632.4,54.01,Healthy
22.24,81.6,26.47,44.28,25.0,21.9,6.14,257.5,40.87,Powdery_Mildew
31.35,89.34,26.74,48.2,20.74,23.0,7.83,846.0,50.5,Bacterial_Leaf_Spot
15.51,92.37,55.15,47.71,27.84,17.04,6.81,524.4,41.93,Rust
22.08,82.36,29.93,32.04,22.87,37.39,7.48,290.6,44.66,Powdery_Mildew
37.03,70.05,44.45,11.95,50.59,34.86,5.54,993.9,43.32,Early_Blight
28.31,83.72,47.56,46.85,48.39,34.23,7.82,345.8,50.28,Powdery_Mildew
30.52,84.08,58.23,23.34,36.28,33.2,5.79,657.7,47.65,Root_Rot
26.42,64.9,57.89,22.5,44.97,13.53,7.13,659.3,47.34,Early_Blight
24.3,81.29,16.23,33.6,36.83,25.61,6.22,902.9,42.67,Early_Blight
22.25,80.24,62.12,44.02,29.72,20.39,7.5,538.6,47.47,Rust
39.09,30.68,31.65,32.71,46.33,37.45,4.94,266.3,33.46,Healthy
30.0,92.69,46.7,18.65,45.27,20.04,6.22,666.4,45.55,Early_Blight
23.81,74.78,45.43,31.93,50.72,27.65,6.34,229.1,42.29,Healthy
23.31,83.62,55.59,40.68,35.83,43.77,6.28,261.1,49.65,Powdery_Mildew
14.83,85.89,51.94,44.81,10.67,22.39,8.01,697.9,46.85,Rust
25.08,81.54,31.77,47.41,38.22,34.02,7.43,320.2,42.62,Powdery_Mildew
28.77,36.88,18.69,11.52,28.76,17.59,7.4,1004.8,38.65,Healthy
39.4,38.96,57.81,42.7,28.6,29.08,5.27,371.4,43.26,Root_Rot
24.64,93.83,57.47,17.2,22.52,42.94,5.64,253.0,41.12,Root_Rot
19.24,89.07,55.27,47.07,14.04,28.0,5.97,859.6,50.16,Rust
14.99,63.25,43.12,36.49,14.35,35.87,6.51,817.4,43.75,Healthy
31.39,82.79,18.6,10.28,25.47,12.47,5.17,476.6,27.3,Early_Blight
18.88,89.14,57.76,34.61,11.89,45.88,6.34,727.5,44.28,Rust
39.81,51.57,39.09,39.49,31.83,15.08,5.52,431.2,34.56,Healthy
32.0,82.03,58.29,36.23,33.42,36.14,5.28,512.4,40.54,Root_Rot
24.31,58.43,63.43,11.96,14.93,13.99,5.24,569.3,33.9,Root_Rot
21.34,92.94,31.52,10.66,35.66,38.17,6.26,335.4,40.53,Powdery_Mildew
17.99,88.07,50.87,25.49,25.49,16.74,6.43,830.8,46.98,Rust
16.15,61.96,46.1,46.68,22.29,21.08,6.47,390.5,38.94,Healthy
26.24,55.89,62.96,40.05,35.46,25.7,5.36,389.3,42.4,Root_Rot
21.48,48.06,49.18,32.52,44.14,17.11,6.94,795.4,56.43,Healthy
39.09,91.54,9.39,31.98,28.83,37.87,6.81,756.7,43.69,Early_Blight
28.31,29.31,57.72,40.1,44.31,48.71,6.19,234.6,44.99,Healthy
32.4,43.0,31.3,23.92,26.88,32.87,5.48,471.4,32.24,Healthy
14.84,88.1,59.02,18.56,10.59,47.3,6.6,476.7,44.71,Rust
26.57,65.67,42.75,29.61,38.15,20.21,4.9,637.0,35.58,Early_Blight
27.12,69.72,52.24,19.31,39.67,19.41,7.17,824.8,52.26,Bacterial_Leaf_Spot
38.8,78.5,34.15,13.51,37.73,33.56,4.77,797.2,37.12,Early_Blight
28.67,24.18,27.93,13.98,44.76,21.44,6.34,546.6,28.42,Healthy
29.47,27.85,45.66,17.04,48.5,36.01,8.08,364.5,43.88,Healthy
38.39,30.71,48.82,11.63,31.65,12.0,4.95,960.5,41.82,Healthy
34.37,88.64,58.89,30.81,37.36,10.48,7.39,229.7,41.3,Early_Blight
26.16,58.69,15.61,12.17,26.83,46.12,7.43,859.4,38.67,Healthy
27.17,83.68,51.07,47.55,25.43,38.18,7.51,625.4,53.46,Bacterial_Leaf_Spot
40.68,80.47,41.86,24.38,19.16,47.15,7.1,649.9,47.83,Early_Blight
36.23,85.46,31.92,39.34,21.4,13.68,5.89,233.8,28.78,Healthy
27.57,60.14,46.54,43.19,43.47,19.23,5.36,806.3,38.73,Healthy
21.05,92.3,54.12,34.62,37.76,16.51,6.36,617.6,43.07,Rust
32.85,85.57,55.35,30.54,50.82,24.41,6.98,489.0,46.1,Early_Blight
39.81,31.01,56.17,31.17,45.92,10.52,5.05,905.7,47.21,Root_Rot
41.72,65.23,17.69,21.0,15.5,8.38,7.28,996.8,30.96,Early_Blight
26.25,82.91,63.64,18.19,40.22,29.31,5.85,928.6,54.33,Early_Blight
32.78,86.27,58.71,30.45,46.56,30.93,8.06,760.5,55.23,Early_Blight
26.49,78.83,63.82,26.63,45.44,28.79,7.05,685.5,49.8,Root_Rot
39.09,83.22,27.76,27.94,18.39,32.08,5.21,729.1,42.92,Early_Blight
15.65,80.27,60.86,47.11,16.8,19.76,5.69,368.4,49.02,Root_Rot
16.13,61.45,53.15,27.31,11.39,40.22,5.27,232.1,34.32,Root_Rot
13.28,81.77,42.35,40.5,43.75,17.56,6.34,298.6,47.66,Healthy
29.01,85.08,25.34,12.85,40.62,16.71,7.77,361.0,39.88,Early_Blight
26.92,93.88,23.43,26.12,24.42,35.81,7.89,547.5,41.34,Early_Blight
33.14,33.92,50.69,22.82,40.38,35.16,5.17,916.5,45.83,Root_Rot
23.84,62.41,58.78,36.3,34.37,25.24,5.33,773.4,45.11,Root_Rot
20.95,60.42,52.86,18.77,20.15,26.89,7.3,819.2,43.61,Healthy
28.78,91.0,34.82,45.75,48.45,20.69,7.64,493.1,47.39,Bacterial_Leaf_Spot
29.83,93.22,14.21,44.23,19.53,18.18,8.04,559.3,46.83,Bacterial_Leaf_Spot
16.04,92.08,49.09,44.52,24.47,22.75,6.0,767.3,43.18,Rust
21.22,88.63,52.95,33.5,46.99,19.02,7.16,1020.7,49.21,Rust
31.17,88.1,63.99,45.04,12.74,26.37,7.88,505.2,56.8,Bacterial_Leaf_Spot
39.4,81.42,58.25,36.9,43.88,18.81,5.21,857.7,45.4,Root_Rot
23.59,82.72,43.17,48.2,33.48,49.96,5.95,308.6,38.17,Powdery_Mildew
11.98,66.61,30.91,39.15,19.57,46.47,6.48,347.2,37.0,Healthy
21.74,88.77,53.63,28.69,25.75,18.02,6.34,776.0,46.63,Rust
31.87,65.58,35.6,44.5,23.31,36.54,5.64,977.6,37.8,Healthy
23.5,88.38,8.59,46.49,19.38,10.89,5.79,245.1,31.65,Powdery_Mildew
28.28,59.65,26.75,21.19,25.68,23.41,6.62,743.2,37.8,Healthy
32.34,92.53,44.69,45.42,45.81,26.8,7.45,835.4,52.77,Bacterial_Leaf_Spot
38.72,88.25,33.77,20.33,42.67,32.88,5.83,477.7,40.36,Early_Blight
